publishedAt,authorDisplayName,textDisplay,likeCount,original_text,processed_text
2024-10-22T13:41:35Z,@arnofel882,salut hafal semua namanya,2,Salut hafal semua namanya❤❤❤,salut hafal nama
2024-10-22T13:36:48Z,@RahmatJayadi-bh6hc,ini baru presiden yg sangat memikirkan nasib rakyat kecilrakyat miskin dlm pidato nya lebih byk dia menyinggung tentang rakyat kecil dan miskin sy pribadi khusus doakan beliu semoga sehat slalu semoga beliau ikhlas utk memimpin negara kita indonesia ini mudahan juga allah meridhoi niat baik beliauselamat pak presiden,0,"Ini baru presiden yg sangat memikirkan nasib rakyat kecil,,rakyat miskin, dlm pidato nya lebih byk dia menyinggung tentang rakyat kecil dan miskin,  sy pribadi  khusus doakan beliu semoga sehat slalu, semoga beliau ikhlas utk memimpin negara kita Indonesia ini, mudahan juga Allah meridhoi niat baik beliau,selamat pak presiden",presiden yg memikirkan nasib rakyat kecilrakyat miskin dlm pidato nya byk singgung rakyat miskin sy pribadi khusus doakan beliu moga sehat slalu moga beliau ikhlas utk pimpin negara indonesia mudah allah meridhoi niat beliauselamat presiden
2024-10-22T13:32:37Z,@astiapratami,pidato tanpa teks kereeeennnnnn,0,"Pidato tanpa teks, Kereeeennnnnn",pidato teks kereeeennnnnn
2024-10-22T13:31:12Z,@AtikaSuri-f4x,selamat bapak presiden prabowo subianto semoga pidato perdana bapak menjadi kenyataanbrsemoga negara republik indonesia adalah negara yang yang baldatun toibatun warabbur gafur cita cita kita,0,"Selamat Bapak Presiden Prabowo Subianto, semoga pidato perdana bapak menjadi kenyataan.<br>Semoga Negara Republik Indonesia adalah Negara yang yang baldatun toibatun warabbur Gafur cita cita kita.",selamat presiden prabowo subianto moga pidato perdana kenyataanbrsemoga negara republik indonesia negara baldatun toibatun warabbur gafur cita cita
2024-10-22T13:26:47Z,@liakusriyatun9639,mantab presidenku,0,Mantab presidenku...👍,mantab presiden
2024-10-22T13:26:46Z,@Funnyvideos-o2-o8b,quothentikan dendam hilangkan kebencian bangun kerukunan bangun gotong royongitulah kepribadian bangsa indonesiaquot,0,"&quot;Hentikan dendam, hilangkan kebencian, bangun kerukunan, bangun gotong royong,itulah kepribadian bangsa Indonesia&quot;.",quothentikan dendam hilangkan benci bangun rukun bangun gotong royongitulah pribadi bangsa indonesiaquot
2024-10-22T13:24:56Z,@RamozzaArbechio,ini buru orng jurdilaku terhur pk prowobenar kata mu,0,Ini buru orng jurdil.aku terhur PK prowo..benar kata2 mu...,buru orng jurdilaku terhur pk prowobenar mu
2024-10-22T13:22:59Z,@abigailjuly3146,sy bangga dg bapak hebat n patriotiksemoga ada perubahan di bumi pertiwi ini terutama utk rakyat miskin kehadiran bapak bisa dirasakan terutama ekonomipendidikan n ketentraman rakyathidup pak prabowoluarbiasa,0,"Sy bangga dg Bapak hebat n patriotik..semoga ada perubahan di bumi pertiwi ini. Terutama utk rakyat miskin kehadiran Bapak bisa dirasakan terutama ekonomi,pendidikan n ketentraman rakyat..hidup pak Prabowo....luarbiasa..👍🏻👏🏻👏🏻🙏🏻🙏🏻🙏🏻",sy bangga dg hebat n patriotiksemoga rubah bumi pertiwi utk rakyat miskin hadir dirasakan ekonomipendidikan n ketentraman rakyathidup prabowoluarbiasa
2024-10-22T13:22:04Z,@سيتيسيتي-ص9ر,,0,❤❤❤❤❤❤,
2024-10-22T13:21:29Z,@ridwandarmawan6868,patriotisme dalam diri,0,Patriotisme dalam diri 📈📈📈,patriotisme
2024-10-22T13:20:25Z,@Gim_dBois,pak tolong turunkan harga motor rx king aku pengin bgt punya motor rxking lagi tapi sekarang mahal bgt,0,"Pak.. tolong turunkan harga motor RX king.. aku pengin bgt punya motor RX-king lagi, tapi sekarang mahal bgt..",tolong turunkan harga motor rx king pengin bgt motor rxking mahal bgt
2024-10-22T13:18:11Z,@ZulkarnainAbdullah-h4u,smoga dibawah kepemimpinan pak prabowo indonesia lebih aman dan maju,0,Smoga dibawah kepemimpinan Pak prabowo INDONESIA lebih aman dan maju,smoga bawah kepemimpinan prabowo indonesia aman maju
2024-10-22T13:17:33Z,@TPisan,ba,0,Ba,ba
2024-10-22T13:16:58Z,@MuhammadSyahrizal-w3u,semoga terwujud pak apa bapak ucapkan,0,Semoga terwujud pak apa bapak ucapkan🎉,moga wujud ucapkan
2024-10-22T13:16:05Z,@teguhmaulana4662,semoga bapak selalu di berikan kesehatan untuk memimpin negeri ini yang kita cintai tetap semangat jendral,1,"Semoga Bapak selalu di berikan kesehatan untuk memimpin Negeri ini yang kita cintai, tetap semangat jendral💪",moga sehat pimpin negeri cinta semangat jendral
2024-10-22T13:12:48Z,@ahdamurtaqi099,pake prompter gak sih ini,0,pake prompter gak sih ini ?,pake prompter gak sih
2024-10-22T13:08:21Z,@BapakTatang-bk8jz,assalamualaikum warahmatullahi wr wb salam santun aja subang tonggoh jawa barat nyimak,0,Assalamualaikum warahmatullahi wr wb salam santun aja 🙏 Subang tonggoh Jawa barat nyimak 🙏,assalamualaikum warahmatullahi wr wb salam santun aja subang tonggoh jawa barat nyimak
2024-10-22T13:03:57Z,@Arkhansniper24,secara tidak langsung nnyindiir pak jokowipak prabowo memang hebattt,0,Secara tidak langsung nnyindiir pak Jokowi😂😂pak prabowo memang hebattt😎😎,langsung nnyindiir jokowipak prabowo hebattt
2024-10-22T13:03:07Z,@subachibakhi7571,tanpa texs,0,Tanpa texs👍,texs
2024-10-22T13:02:50Z,@Mangekiyou,bravo merah putih,0,Bravo2 Merah Putih 👏👏🇮🇩🇮🇩🇮🇩,bravo merah putih
2024-10-22T12:59:41Z,@erinsugito1246,beliau sangat paham cara memanusiakan manusiasemua tokoh disebut lengkap dengan jabatanya,0,Beliau sangat paham cara memanusiakan manusia...semua tokoh disebut lengkap dengan jabatanya,beliau paham memanusiakan manusiasemua tokoh lengkap jabatanya
2024-10-22T12:58:48Z,@Mangekiyou,luar biasa bapak presiden prabowo subianto pidato yg sungguh patriotik,0,Luar biasa Bapak Presiden Prabowo Subianto. Pidato yg sungguh Patriotik 😢💞👏👏👍👍❤❤,presiden prabowo subianto pidato yg sungguh patriotik
2024-10-22T12:57:57Z,@andrilin5136,siap laksanakan jenderal semoga bisa mensejahterakan seluruh rakyat indonesia amin ya rob,0,Siap laksanakan jenderal semoga bisa mensejahterakan seluruh rakyat Indonesia amin ya rob,laksanakan jenderal moga mensejahterakan rakyat indonesia amin ya rob
2024-10-22T12:57:52Z,@ayangdeagaming4345,inilah presidenku bapak prabowo u are is the best,0,Inilah presidenku bapak prabowo u are is the best❤❤❤❤❤❤,presiden prabowo u are is the best
2024-10-22T12:54:16Z,@alqas_Lovers,seperti lagi lihat ulang pidato presiden pertama irsoekarno,0,Seperti lagi lihat ulang pidato presiden pertama ir.soekarno,lihat ulang pidato presiden irsoekarno
2024-10-22T12:49:35Z,@kakek6644,kok bisa hapal semua nama nama pejabat serta nama istrinya dan pidato tanpa tes luar biasa prabowo dan bahasa inggrisnya juga luar biasa,0,"Kok bisa hapal semua nama nama pejabat serta nama istrinya dan pidato tanpa tes, luar biasa Prabowo dan bahasa Inggrisnya juga luar biasa.",hapal nama nama jabat nama istri pidato tes prabowo bahasa inggrisnya
2024-10-22T12:48:53Z,@dewirahayu7695,ya allah semangat ya pak membangun negeri yg luar biasa ini pak berkah ya aamiin,0,Ya Allah semangat ya pak membangun negeri yg luar biasa ini pak berkah ya Aamiin,ya allah semangat ya membangun negeri yg berkah ya aamiin
2024-10-22T12:44:51Z,@dewimalini4859,,0,🎉🎉🎉🎉🔥🔥🔥🔥🔥,
2024-10-22T12:41:48Z,@alfiancheppypermana3305,mantap pak presiden,0,Mantap pak presiden🫶,mantap presiden
2024-10-22T12:35:26Z,@syauniziha07-gf7uu,allahu akbar bismillah semoga allah meridhoi bpk prabowo sebagai pemimpin negara ini menjadi negara yg bermartabat br,0,Allahu Akbar bismillah semoga Allah meridhoi BPK Prabowo sebagai pemimpin negara ini menjadi negara yg bermartabat ❤❤❤<br>🇮🇩🇮🇩🇮🇩,allahu akbar bismillah moga allah meridhoi bpk prabowo pimpin negara negara yg martabat br
2024-10-22T12:35:18Z,@UlinNuha-m3m,luarbiasaa presidenkuu,0,Luarbiasaa Presidenkuu ❤❤❤❤,luarbiasaa presidenkuu
2024-10-22T12:32:13Z,@chanelsantribergitar7152,presidenku cerdas bangetsemoga bapak presiden dan wakilnya selalu sehat dan mampu menjalankan amanahamin,0,presidenku cerdas banget...semoga bapak presiden dan wakilnya selalu sehat dan mampu menjalankan amanah..amin,presiden cerdas bangetsemoga presiden wakil sehat menjalankan amanahamin
2024-10-22T12:27:19Z,@RosniaSipahutar,aminn,0,Aminn,aminn
2024-10-22T12:24:07Z,@johanhamidayat5118,the real presiden,0,The real presiden,the real presiden
2024-10-22T12:23:30Z,@NurelahPermatasari,masyaallah bangga sekali hati ini setelah sekian lama mendukungmu akhirnya harinya telah tiba dari dulu awal bapa muncul alhamdulillah saya konsisten mendukung bapa doaku semoga umur bapa panjang amp bisa membawa indonesia kembali menjadi macan asia semangat terus pak prabowo,0,"Masyaallah ... bangga sekali hati ini, setelah sekian lama mendukungmu, akhirnya harinya telah tiba. Dari dulu awal bapa muncul, Alhamdulillah saya konsisten mendukung bapa. Doaku semoga umur bapa panjang &amp; bisa membawa Indonesia kembali menjadi macan asia. Semangat terus Pak Prabowo .....",masyaallah bangga hati sekian dukung hari bapa muncul alhamdulillah konsisten dukung bapa doa moga umur bapa amp membawa indonesia macan asia semangat prabowo
2024-10-22T12:22:44Z,@meydiqweenta3350,,0,❤❤❤❤👏👏👏👏👏👏,
2024-10-22T12:22:02Z,@adzradankhalilachannel7460,selamat bekerja pak prabowo dan jajarannya semoga dijauhkan dari koruptor dan orang jahat semoga diberi kelancaran dan sehat selalu,0,"Selamat bekerja pak Prabowo dan jajarannya, semoga dijauhkan dari koruptor dan orang2 jahat, semoga diberi kelancaran dan sehat selalu",selamat prabowo jajar moga dijauhkan koruptor orang jahat moga lancar sehat
2024-10-22T12:21:47Z,@RahayuRini-v5k,selamat buat bpk presiden prabowo luuuuar biasa hebat smg indonesia semakin majuuu,0,Selamat buat Bpk presiden Prabowo....... Luuuuar biasa Hebat smg Indonesia semakin majuuu,selamat bpk presiden prabowo luuuuar hebat smg indonesia majuuu
2024-10-22T12:21:22Z,@dhanaymagribi1937,aswpak ni yo biodata saya semoga bpk sehat selalu dan selalu peduli dengan rakyatnya amin,0,"asw,pak ni yo biodata saya semoga bpk sehat selalu dan selalu peduli dengan rakyatnya, amin",aswpak ni yo biodata moga bpk sehat peduli rakyat amin
2024-10-22T12:20:12Z,@syahrulromadhan7735,terbaik,0,Terbaik❤❤❤,baik
2024-10-22T12:17:55Z,@Santuni-t9s,kembali pa pada uud,1,Kembali pa pada uud 45,pa uud
2024-10-22T12:16:51Z,@Jazzicha_agraini,luar biasa iq nya bpk prabowo bisa hafal satu persatu nama pejabat negara dan dunia luar biasa mantap dan keberanian mu sangat tangguh di depanpara pemimpin dan utusan dunia,5,Luar biasa IQ nya bpk prabowo bisa hafal satu persatu nama² pejabat negara dan Dunia luar biasa mantap dan keberanian mu sangat tangguh di depanpara pemimpin dan utusan Dunia ❤❤❤,iq nya bpk prabowo hafal persatu nama jabat negara dunia mantap berani mu tangguh depanpara pimpin utus dunia
2024-10-22T12:16:29Z,@HshsHdjs-y2f,cara berpidato mcm presiden pertama soekarno,0,Cara berpidato mcm presiden pertama.. soekarno..,pidato mcm presiden soekarno
2024-10-22T12:15:51Z,@hermawanjajang8776,pak presiden yg terhormatapakah bapak tau dngn gemuk nya kementrian d beberapa bidang itu sudah pasti menyedot anggaranmentri dn wakil plus staf blm kendaraan dn runah dinas dllcoba hitung hadirinpotensi korupsi mkn besar pula,0,Pak presiden yg terhormat..apakah bapak tau dngn gemuk nya kementrian d beberapa bidang itu sudah pasti menyedot anggaran..mentri dn wakil plus staf blm kendaraan dn runah dinas dll..coba hitung hadirin.potensi korupsi mkn besar pula,presiden yg terhormatapakah tau dngn gemuk nya kementrian d bidang sedot anggaranmentri dn wakil plus staf blm kendara dn runah nas dllcoba hitung hadirinpotensi korupsi mkn
2024-10-22T12:14:53Z,@RosniaSipahutar,mantap pak,0,Mantap pak,mantap
2024-10-22T12:14:03Z,@LidiaBena,terharu dan banggapresiden kuengkau luar biasasemoga tuhan selalu memberkatimenyertaimenuntun dan melindungi dalam setiap langkah dan pelayananmu memimpin indonesiaamin,0,"Terharu dan bangga...Presiden ku.Engkau luar biasa.Semoga Tuhan selalu memberkati,menyertai,menuntun dan melindungi dalam setiap langkah dan pelayananmu memimpin Indonesia.Amin",haru banggapresiden kuengkau biasasemoga tuhan memberkatimenyertaimenuntun lindung langkah layan pimpin indonesiaamin
2024-10-22T12:14:01Z,@ronalddavies3350,serius pak prabowo hafal semua nama tamu negara keren presiden baru kita,0,Serius Pak Prabowo hafal semua nama tamu negara ??? Keren Presiden baru kita,serius prabowo hafal nama tamu negara keren presiden
2024-10-22T12:11:21Z,@RosniaSipahutar,baik pak semakin maju indonesia jasmani dan rohani kita syalom,0,Baik pak semakin maju Indonesia jasmani dan Rohani kita.  Syalom,maju indonesia jasmani rohani syalom
2024-10-22T12:10:12Z,@EffaEffa-k8x,luar biasa presiden kubanyak sahabat dari negara sahabatbegitu hafalnya dengan nm beliausehat sllu presiden ku,0,Luar biasa presiden ku..banyak sahabat dari negara sahabat...begitu hafalnya dengan nm2 beliau...sehat sllu presiden ku❤❤❤❤❤❤❤❤,presiden kubanyak sahabat negara sahabatbegitu hafal nm beliausehat sllu presiden ku
2024-10-22T12:08:23Z,@uripsutrisno4704,kerennn presiden indonesia,0,Kerennn presiden Indonesia ❤❤❤,kerennn presiden indonesia
2024-10-22T12:08:19Z,@jerrykojongian7664,trimaksih utk semua presidenku,0,Trimaksih utk semua Presidenku❤❤,trimaksih utk presiden
2024-10-22T12:06:11Z,@MingMing-sy2lw,hafal gelar dan masa jabatan masing yg disebutkan terlihat pak prabowo genius intelegensinya tinggi semoga indonesia makin maju ditangan pak prabowobr presiden indonesia,155,Hafal gelar dan Masa Jabatan Masing2 yg disebutkan.. Terlihat Pak Prabowo Genius.. Intelegensinya tinggi... Semoga Indonesia Makin Maju ditangan Pak Prabowo<br> Presiden Indonesia!!!,hafal gelar jabat yg prabowo genius intelegensinya moga indonesia maju tang prabowobr presiden indonesia
2024-10-23T03:45:43Z,@afalchannel957,aamiiin ya rob,3,Aamiiin ya rob,aamiiin ya rob
2024-10-23T07:42:13Z,@saifulutama5692,mingmingsylw gk salah kita memilih bpk preseiden,4,@@MingMing-sy2lw gk salah kita memilih BPK preseiden,mingmingsylw gk salah pilih bpk preseiden
2024-10-23T08:58:30Z,@abigalura2505,betul luar biasa hafal dan dekat sepertinya dengan semua kalangan,5,Betul luar biasa hafal dan dekat sepertinya dengan semua kalangan...,hafal kalangan
2024-10-23T11:07:39Z,@LINGISHIN,aamiin ya alloh,3,Aamiin Ya Alloh,aamiin ya alloh
2024-10-23T15:17:28Z,@PoponSaidah-kh4ls,amiiin ya alloh amiiin,2,Amiiin ya Alloh Amiiin,amiiin ya alloh amiiin
2024-10-22T12:05:26Z,@RickyAnanda-g3o,gila hafal nama utusan wahh kebayang iq bapakku ini,0,Gila hafal 1-1 nama utusan wahh kebayang IQ bapakku 1 ini,gila hafal nama utus wahh bayang iq bapak
2024-10-22T12:04:09Z,@neniyk,biarpun ada layar untuk baca text pak prabowo masih banyak tanpa melihat text karena beliau memang tulus amp insyaallah tau sikon indonesia dengan wibawa yg tinggi presentasi pidatonya ttep menyala,3,"Biarpun ada layar untuk baca text, pak prabowo masih banyak tanpa melihat text, karena beliau memang tulus &amp; InsyaAllah tau sikon indonesia, dengan wibawa yg tinggi presentasi pidatonya ttep menyala 🔥🔥🔥🔥🔥🔥",biarpun layar baca text prabowo text beliau tulus amp insyaallah tau sikon indonesia wibawa yg presentasi pidato ttep sala
2024-10-22T11:59:14Z,@TriadiAdi-bf4nb,ayooo pak jadilah presiden yang tegas yang amanah dan peduli kepada semua masyarakat untuk menciptakan warga negara yang lebih baik lagi,0,Ayooo pak jadilah presiden yang tegas yang amanah dan peduli kepada semua masyarakat  untuk menciptakan warga negara yang lebih baik lagi,ayooo presiden amanah peduli masyarakat menciptakan warga negara
2024-10-22T11:58:09Z,@meydiqweenta3350,selamat buat pak presiden prabowo gibran jayalah indonesia harapan qta bersama pak de selalu di hati,0,Selamat buat pak presiden Prabowo- Gibran.❤❤❤.. Jayalah Indonesia.. Harapan qta bersama.. Pak de... Selalu di hati❤❤❤,selamat presiden prabowo gibran jaya indonesia harap qta de hati
2024-10-22T11:56:16Z,@anara27,mengglegar,0,Mengglegar 🔥,mengglegar
2024-10-22T11:55:45Z,@cacamaulanaalghifary4354,gw hidup mulai optimis lagi,0,Gw hidup mulai optimis lagi❤❤,gw hidup optimis
2024-10-22T11:54:54Z,@supricokro56,seharusnya pemerintah indonesia dari tahun lalu memang pak prabowo subianto yang layak,0,Seharusnya pemerintah Indonesia dari tahun lalu memang pak Prabowo Subianto yang layak,perin indonesia prabowo subianto layak
2024-10-22T11:55:59Z,@supricokro56,bukan hanya karena blusukan di banggakan,0,Bukan hanya karena blusukan di banggakan,blusukan banggakan
2024-10-22T11:54:34Z,@DenaWati-lh9bf,alhamdulillah presiden pilihanku brpa x beliau mencalonkan presidenamp wakil dr dulu keluarga besarku selalu mendukung bapak prabowo,0,alhamdulillah presiden pilihanku brpa x beliau mencalonkan presiden&amp; wakil dr dulu keluarga besarku selalu mendukung❤❤❤ bapak prabowo,alhamdulillah presiden pilih brpa x beliau mencalonkan presidenamp wakil dr keluarga besar dukung prabowo
2024-10-22T11:54:21Z,@SuwandiWandi-p1k,aaminn,0,aaminn,aaminn
2024-10-22T11:45:07Z,@DwiDady,selamat atas dilantiknya bpkprabowo amp bpk gibran sebagai presiden wkl presiden subahanallahbpkprabowo pidatonya sangat berkesan dengan tdk melupakan jasa presiden amp wkl presiden yg terdahulusemoga bpk prabowo sehat sukses dalam menjalankan tugas amp menjadikan nkri lebih maju lagi amiin,0,"Selamat atas dilantiknya Bpk.prabowo &amp; Bpk Gibran sebagai Presiden / Wkl. Presiden. Subahanallah..Bpk.Prabowo pidatonya sangat berkesan dengan tdk melupakan jasa2 presiden &amp; wkl. presiden yg terdahulu.semoga Bpk Prabowo sehat2, sukses dalam menjalankan tugas &amp; menjadikan NKRI lebih maju lagi Amiin.🙏🙏👍",selamat lantik bpkprabowo amp bpk gibran presiden wkl presiden subahanallahbpkprabowo pidato kes tdk melupakan jasa presiden amp wkl presiden yg terdahulusemoga bpk prabowo sehat sukses menjalankan tugas amp menjadikan nkri maju amiin
2024-10-22T11:42:08Z,@Tyotitoofficial,ya allah pak anda kerennnnnnnnnnn hafal namanama petinggi negara,0,Ya Allah pak ANDA KERENNNNNNNNNNN HAFAL NAMA-NAMA PETINGGI NEGARA❤❤❤❤,ya allah kerennnnnnnnnnn hafal namanama petinggi negara
2024-10-22T11:30:16Z,@Ngabragchannel-h4n,alhamdulillah petinggi negara sebagian besar haji semua semoga indonesia petinggi nya haji sebagian besar nya semoga amananah jauh dari korup menjadi indonesia yg lebih baik lagi,0,Alhamdulillah petinggi2 negara sebagian besar haji semua semoga indonesia petinggi nya haji sebagian besar nya semoga amananah jauh dari korup menjadi indonesia yg lebih baik lagi,alhamdulillah petinggi negara haji moga indonesia petinggi nya haji nya moga amananah korup indonesia yg
2024-10-22T11:28:19Z,@Sedulur45pancerjowo45,matur nuwun bapak prabowo njenengan pancen jos,0,Matur nuwun bapak PRABOWO ...njenengan pancen jos🇮🇩💙,matur nuwun prabowo njenengan pancen jos
2024-10-22T11:27:46Z,@yulindataebenu3262,,0,❤❤❤,
2024-10-22T11:22:42Z,@GodelifaKilamase-h1p,luar biasa bppresiden ri,0,Luar biasa ❤bp.presiden RI,bppresiden ri
2024-10-22T11:22:05Z,@AmsiRaimi,coba dari dulu punya persiden kaya gini,0,Coba dari dulu punya persiden kaya gini.,coba persiden kaya gin
2024-10-22T11:21:35Z,@riamasihaloho2241,masa bpk president jokowi kekayaan bangsa kembali ke indonesia trimakasih bpk jokowi,1,"Masa Bpk President Jokowi, kekayaan bangsa kembali ke Indonesia. Trimakasih Bpk Jokowi❤",bpk president jokowi kaya bangsa indonesia trimakasih bpk jokowi
2024-10-22T11:13:07Z,@yaserwolla,hormat setinggitingginya kepada bapak presidenku,0,Hormat setinggi-tingginya kepada Bapak Presidenku,hormat setinggitingginya presiden
2024-10-22T11:03:42Z,@motifasiam1443,harapan saya ke pemimpinan pak prabowo lebih dari pak jokowi meskipun kepemimpinan pak jokowi sudah sangat hebat,0,Harapan saya ke pemimpinan pak prabowo lebih dari pak jokowi meskipun kepemimpinan pak jokowi sudah sangat hebat.,harap pimpin prabowo jokowi kepemimpinan jokowi hebat
2024-10-22T11:00:27Z,@motifasiam1443,kok bisah hafal yah tampa teks,0,Kok bisah hafal yah tampa teks,bisah hafal yah tampa teks
2024-10-22T10:57:52Z,@LodovikusKasman,tuhan memberkatimu presidenku salam hangat dari anak desa flores ntt,0,Tuhan memberkatiMu PRESIDENKU   salam hangat dari anak desa Flores NTT 🇮🇩,tuhan memberkatimu presiden salam hangat anak desa flores ntt
2024-10-22T10:57:39Z,@MAlif-uo7oh,sya melihat sosok pak dhe soeharto di wajah mu bapak ku tercinta prabowo subianto semoga seperti yg di harapkan seluruh rakyat indonesi merdeka,0,Sya melihat sosok pak dhe soeharto di wajah mu bapak ku tercinta prabowo subianto ❤ semoga seperti yg di harapkan  seluruh rakyat indonesi merdeka💪,sya sosok dhe soeharto wajah mu ku cinta prabowo subianto moga yg harapkan rakyat indonesi merdeka
2024-10-22T10:45:16Z,@ArjunaIreng-vk8ff,pak prabowo keren afalll semuaaa para negara,0,Pak prabowo keren... Afalll semuaaa para negara,prabowo keren afalll semuaaa negara
2024-10-22T10:40:54Z,@AriOppa,pidato ajang sebut nama,0,Pidato ajang sebut nama,pidato ajang nama
2024-10-22T10:36:03Z,@nurbaiti-o5s,sy bangga mempunyai preseden yg cerdas semoga bpk slalu sehat dan amanahkm slalu mendoakan kepada bpk semoga slalu diberikan kemudahan baik dunia maupun akhirattrskan pak presidenku,0,"sy bangga mempunyai preseden yg cerdas semoga BPK slalu sehat dan amanah,km slalu mendoakan kepada BPK semoga slalu diberikan kemudahan baik dunia maupun akhirat,trskan pak presidenku",sy bangga preseden yg cerdas moga bpk slalu sehat amanahkm slalu mendoakan bpk moga slalu mudah dunia akhirattrskan presiden
2024-10-22T10:28:35Z,@merbabulovestory,macan asia udah bangunnnnnmenyala mrpresiden,0,Macan Asia udah bangunnnnn.....menyala Mr.Presiden.....❤❤❤❤,macan asia udah bangunnnnnmenyala mrpresiden
2024-10-22T10:27:10Z,@MArby-d6r,assalamualaikum warahmatullahi wabarakatuh selamat bapak periode terpilih selamat bertugas semonqa allah mengirim kekuatan kepada pak perbowo ibuk titik perbowo selamat bertugas aamiin aamiin,0,Assalamualaikum warahmatullahi wabarakatuh selamat bapak periode terpilih selamat bertugas semonqa allah mengirim kekuatan kepada pak perbowo ibuk titik perbowo selamat bertugas aamiin aamiin,assalamualaikum warahmatullahi wabarakatuh selamat periode pilih selamat tugas semonqa allah mengirim kuat perbowo ibuk titik perbowo selamat tugas aamiin aamiin
2024-10-22T10:23:44Z,@fathurvoltage1582,kalo presidenya kyk gini satu komando perang juga siap,0,Kalo presidenya kyk gini satu komando perang juga siap 😊,kalo presidenya kyk gin komando perang
2024-10-22T10:23:00Z,@nurbaiti-o5s,mantap pak prabowo semoga membela yg lemahkami percaya dgn bpk sukses slaluamin,0,"mantap pak Prabowo semoga membela yg lemah,kami percaya dgn BPK sukses slalu,amin",mantap prabowo moga membela yg lemahkami percaya dgn bpk sukses slaluamin
2024-10-22T10:14:57Z,@reyzafirmansyah2459,kepala negara brunei yang namanya panjang pak prabowo hatam wkwkwkngeri,0,Kepala negara brunei yang namanya panjang.... Pak prabowo hatam wkwkwk😂😂ngeri,kepala negara brunei nama prabowo hatam wkwkwkngeri
2024-10-22T10:11:47Z,@putrahamzar4115.duniaanak.,bangga dengan bapak prabowo subianto semoga semua citacita mulia bapak terwujud dg ijin dan ridho allah swt sehat selalu presiden baruku semoga allah menjaga bapak dari matamata yg iri dan khianat maju bangsaku di bawah kepemimpinan presiden yang amanah dan berintegritas,3,"Bangga dengan Bapak Prabowo Subianto, semoga semua cita-cita mulia bapak terwujud dg ijin dan Ridho Allah SWT. Sehat selalu Presiden baruku, semoga Allah  menjaga Bapak dari mata-mata yg iri dan khianat ! Maju Bangsaku di bawah kepemimpinan Presiden yang amanah dan berintegritas. !",bangga prabowo subianto moga citacita mulia wujud dg ijin ridho allah swt sehat presiden baru moga allah jaga matamata yg iri khianat maju bangsa kepemimpinan presiden amanah integritas
2024-10-22T10:01:23Z,@SunaediSunaedi-z5s,,0,🤲🤲🤲🤲⭐⭐⭐⭐,
2024-10-22T09:59:56Z,@SayutiLawang,masyaallah panjang umur bapak presiden prabowo,0,Masyaallah panjang umur bapak presiden prabowo,masyaallah umur presiden prabowo
2024-10-22T09:50:55Z,@NolinceVeraRumbrapuk,ini baru di bilang pimpinanhebat,0,Ini baru di bilang pimpinan....hebat💪💪👍👍,bilang pimpinanhebat
2024-10-22T09:48:27Z,@NolinceVeraRumbrapuk,benarapa yg di ungkapkan oleh bpk presiden prabowo mengenai keadaan orangquot miskin z bangga dgn pidatonyabrbrlalu ada satu hal yg z mau sampaikan buat bapak ttg bantuanquot yg di terima oleh masyarakat miskinbapak bagaimana dgn kami yg pegawai namun memiliki anak lebih dari apakah kami tdk boleh menerima bantuan tersebut mengenai bamabantuan danabrz pikir pada saat pemilihan kita semua punya hak untuk memilih tetapi kami sebagai pegawai selalu tdk mendapatkan bagian yg tadi x maksudbrmungkin ada solusinya,0,"Benar...apa yg di ungkapkan oleh BPK presiden Prabowo mengenai keadaan orang&quot; miskin z bangga dgn pidatonya.❤❤<br><br>Lalu ada satu hal yg z mau sampaikan buat bapak ttg bantuan&quot; yg di terima oleh masyarakat miskin...bapak bagaimana dgn kami yg pegawai namun memiliki anak lebih dari 3 apakah kami TDK boleh menerima bantuan tersebut mengenai bama,bantuan dana...!<br>Z pikir pada saat pemilihan kita semua punya hak untuk memilih tetapi kami sebagai pegawai selalu TDK mendapatkan bagian yg tadi x maksud....<br>Mungkin ada solusinya",benarapa yg ungkapkan bpk presiden prabowo orangquot miskin z bangga dgn pidatonyabrbrlalu yg z ttg bantuanquot yg terima masyarakat miskinbapak dgn yg pegawai memiliki anak tdk menerima bantu bamabantuan danabrz pikir pilih hak pilih pegawai tdk yg x maksudbrmungkin solusi
2024-10-22T09:48:15Z,@watimanKS,sangat ok ri satu semakin tenang dan sabar serta terkendali,0,Sangat Ok RI satu semakin tenang dan  sabar serta terkendali,ok ri tenang sabar kendal
2024-10-22T09:45:43Z,@NajwaConceta,pidatonya sperti ir soekarno lanjutkan pk presiden bawa indonesia ke kancah dunia,0,Pidatonya sperti ir Soekarno.. Lanjutkan pk Presiden.. Bawa Indonesia ke kancah Dunia,pidato sperti ir soekarno lanjutkan pk presiden bawa indonesia kancah dunia
2024-10-22T09:42:02Z,@IKATANKELUARGABESARAMANATUNOFF,berbicara perintah kata hati yang di harapkan selama inibukan ngarang,0,"Berbicara perintah kata hati yang di harapkan selama ini,bukan ngarang2",bicara perintah hati harapkan inibukan ngarang
2024-10-22T09:40:13Z,@MuhamadFauzi-t4g,wahai jendral saatnya engkaw membasmi semua kejahatan kezoliman paraa prjabat korup,0,Wahai jendral saatnya engkaw membasmi semua kejahatan KEZOLIMAN paraa prjabat2 korup,jendral engkaw membasmi jahat kezoliman paraa prjabat korup
